V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,survey_code,experiment,Q17,Q23,Q58,Q32_1,Q32_2,Q32_3,Q32_4,Q14(1),Q14(2),Q14(3),Q14(4),Q14(5),Q14(6),Q14(7),Q14(8),Q14(9),Q25_1(1),Q25_1(2),Q25_1(3),Q25_1(4),Q25_1(5),Q25_1(6),Q25_1(7),Q25_1(8),Q25_1(9),Q20(1),Q20(2),Q20(3),Q20(4),Q20(5),Q20(6),Q20(7),Q20(8),Q20(9),Q4_1(1),Q4_2(1),Q4_3(1),Q4_4(1),Q4_1(2),Q4_2(2),Q4_3(2),Q4_4(2),Q4_1(3),Q4_2(3),Q4_3(3),Q4_4(3),Q4_1(4),Q4_2(4),Q4_3(4),Q4_4(4),Q4_1(5),Q4_2(5),Q4_3(5),Q4_4(5),Q4_1(6),Q4_2(6),Q4_3(6),Q4_4(6),Q4_1(7),Q4_2(7),Q4_3(7),Q4_4(7),Q4_1(8),Q4_2(8),Q4_3(8),Q4_4(8),Q4_1(9),Q4_2(9),Q4_3(9),Q4_4(9),Q52,Q33_1,Q33_2,Q33_3,Q33_4,Q46(1),Q46(2),Q46(3),Q46(4),Q46(5),Q46(6),Q46(7),Q46(8),Q46(9),Q47_1(1),Q47_1(2),Q47_1(3),Q47_1(4),Q47_1(5),Q47_1(6),Q47_1(7),Q47_1(8),Q47_1(9),Q49(1),Q49(2),Q49(3),Q49(4),Q49(5),Q49(6),Q49(7),Q49(8),Q49(9),Q50_1(1),Q50_2(1),Q50_3(1),Q50_4(1),Q50_1(2),Q50_2(2),Q50_3(2),Q50_4(2),Q50_1(3),Q50_2(3),Q50_3(3),Q50_4(3),Q50_1(4),Q50_2(4),Q50_3(4),Q50_4(4),Q50_1(5),Q50_2(5),Q50_3(5),Q50_4(5),Q50_1(6),Q50_2(6),Q50_3(6),Q50_4(6),Q50_1(7),Q50_2(7),Q50_3(7),Q50_4(7),Q50_1(8),Q50_2(8),Q50_3(8),Q50_4(8),Q50_1(9),Q50_2(9),Q50_3(9),Q50_4(9),Q18,Q16,Q15,Q17,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q36,LocationLatitude,LocationLongitude,LocationAccuracy,
R_4JlhDD6TH1pSrZz,Default Response Set,Anonymous,,,66.213.50.2,0,2015-08-27 12:37:56,2015-08-27 12:43:41,1,78545323,trust,1,,1,0,0,17.444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,149.218,0,1,1,1,1,1,1,1,1,1,20,15,0,8,0,0,25,10,10,2,2,2,2,2,2,2,2,2,7.381,9.158,10.279,2,4.787,5.829,6.496,2,2.192,3.576,4.599,2,3.269,4.355,5.307,2,11.24,12.662,13.587,2,2.782,4.003,4.888,2,3.17,4.497,5.454,2,43.889,45.768,48.631,2,5.107,6.047000000000001,6.811,2,No,1,38,5,1,,,,,,,,,1,40.800399780273,-81.375297546387,-1,
R_aUWWJMUPOUP5uAt,Default Response Set,Anonymous,,,192.92.208.172,0,2015-08-27 12:40:41,2015-08-27 12:44:02,1,78511987,trust,1,,1,8.003,8.003,16.311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,67.194,0,1,1,1,1,1,1,1,1,1,51,41,54,52,40,3,29,70,20,2,2,2,2,2,2,2,2,2,4.554,4.554,6.23,1,1.585,3.276,4.18,2,2.189,3.15,5.017,2,2.24,8.379,9.126,6,5.189,9.762,10.649,2,4.951,4.951,9.574,1,3.743,3.743,4.476,1,3.033,3.033,3.855,1,1.985,4.461,5.43,3,No,1,22,2,,1,,,,,,,,1,36.559692382812,-87.409698486328,-1,
R_esAlQR7TFNOjQdT,Default Response Set,Anonymous,,,208.87.146.28,0,2015-08-27 12:10:27,2015-08-27 12:45:14,1,78566645,trust,1,,1,0,0,6.237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,10.706,0,1,1,1,1,1,1,1,1,1,0,40,18,8,3,50,19,8,18,2,2,2,2,2,2,2,2,2,2.803,3.674,4.332,2,1.728,3.585,3.809,3,1.369,3.6580000000000004,4.239,3,1.815,2.641,3.162,2,2.209,2.7720000000000002,3.246,2,1.979,3.3850000000000002,4.338,3,2.165,2.653,3.222,2,11.065,11.715,13.191,2,2.461,4.468999999999999,5.228,2,no,2,22,4,1,,,,,,,,,1,17.300003051758,-62.716697692871,-1,
R_cAVjFr22omP4d3n,Default Response Set,Anonymous,,,73.234.12.101,0,2015-08-27 12:44:19,2015-08-27 12:47:15,1,78517354,trust,1,,1,0,0,6.223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,24.263,0,1,1,1,1,1,1,1,1,1,50,30,10,10,10,20,50,50,10,1,2,2,2,2,2,2,2,2,3.918,5.135,6.169,2,3.273,4.371,5.306,2,3.323,4.6129999999999995,5.739,2,4.096,5.768999999999999,6.241,3,2.696,6.823,7.864,3,25.441,26.843,27.911,2,11.617,13.611,14.354,2,3.854,4.787,5.569,2,3.452,4.649,5.837,2,None!,1,28,5,1,,,,,,,,,1,42.373092651367,-71.01619720459,-1,
R_5bZ3gaph3EKsCPz,Default Response Set,Anonymous,,,75.138.246.105,0,2015-08-27 12:44:37,2015-08-27 12:47:57,1,78540881,likeability,1,1,1,2.95,2.95,6.962,1,1,1,1,1,1,1,1,1,1,-100,-100,-100,-35,37,100,-20,-100,-81,2,2,2,2,2,2,2,2,2,1.825,2.819,3.696,2,2.943,4.075,5.41,2,8.172,12.695,13.977,4,7.842,7.842,8.839,1,2.661,4.308,5.254,2,11.675,15.934000000000001,16.975,2,3.154,7.359,9.099,2,4.265,4.265,4.749,1,2.388,3.051,3.867,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2,39,2,1,,,,,,,,,1,35.717407226562,-86.892601013184,-1,
R_7R0i60sQyhBEump,Default Response Set,Anonymous,,,76.25.6.151,0,2015-08-27 12:46:14,2015-08-27 12:49:09,1,78595773,trust,1,,1,0,0,8.528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,33.47,0,1,1,1,1,1,1,1,1,1,94,100,88,94,84,90,100,76,97,2,2,2,2,2,2,2,2,2,1.156,2.028,4.215,2,2.192,4.484,5.258,3,2.16,2.8970000000000002,3.72,2,1.435,2.926,3.756,3,2.397,3.1369999999999996,3.743,2,0.844,0.844,2.128,1,2.231,2.909,3.641,2,4.591,5.948,6.972,2,1.788,2.888,3.843,2,no,2,38,5,1,,,,,,,,,1,39.327606201172,-104.81629943848,-1,
R_ahkQvfTKLpzQfRj,Default Response Set,Anonymous,,,75.111.21.232,0,2015-08-27 12:46:33,2015-08-27 12:49:53,1,78553448,likeability,1,1,1,0,0,30.459,0,1,1,1,1,1,1,1,1,1,-24,82,30,20,-100,-62,82,92,61,2,2,2,2,2,2,2,2,2,3.761,5.168,5.869,2,2.941,3.989,6.625,2,3.355,4.395,5.338,2,5.228,6.284,7.098,2,2.639,4.207,5.563,2,2.941,5.765,6.682,3,3.335,6.598,9.243,2,4.121,7.128,10.438,2,1.857,4.408,6.389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no problems, short and sweet, good pay",1,34,5,1,1,,,,,,,,1,40.717697143555,-124.11470031738,-1,
R_9owHMSD8UinIeON,Default Response Set,Anonymous,,,216.164.160.75,0,2015-08-27 12:47:40,2015-08-27 12:50:17,1,78557270,likeability,1,1,1,0,0,4.639,0,1,1,1,1,1,1,1,1,1,-30,21,-14,17,18,47,-19,-43,-23,2,2,2,2,2,2,2,2,2,2.562,4.873,6.079,5,1.435,2.7960000000000003,3.702,3,7.509,8.673,9.318,3,1.633,8.239,9.624,4,0.207,3.718,4.216,4,2.566,5.692,6.509,3,1.951,3.622,36.773,4,10.871,12.214,13.327,3,1.305,2.2039999999999997,3.359,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,1,,,,,,,,,1,40.753005981445,-75.306198120117,-1,
R_cIStFCh5mJCMjQN,Default Response Set,Anonymous,,,69.1.127.167,0,2015-08-27 12:47:04,2015-08-27 12:50:49,1,78553832,likeability,1,1,1,5.468,8.94,10.131,4,1,1,1,1,1,1,1,1,1,-54,-21,-60,0,20,50,-40,-25,0,2,2,2,2,2,2,2,2,2,22.134,35.904999999999994,37.467,5,4.825,10.663,11.843,5,3.379,9.004,10.214,4,5.091,11.491,12.573,4,4.36,7.095000000000001,8.065,4,4.722,7.729000000000001,8.763,2,3.501,6.842,7.659,5,3.137,8.12,8.946,4,3.209,9.07,9.904,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,28,3,1,,,,,,,,,1,44.831405639648,-123.2033996582,-1,
R_6KdW3wvenIZnerX,Default Response Set,Anonymous,,,76.94.166.195,0,2015-08-27 12:46:41,2015-08-27 12:51:33,1,78526822,trust,1,,1,0,0,20.979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.232,148.454,154.73,5,1,1,1,1,1,1,1,1,1,50,10,5,5,10,20,30,50,20,2,2,2,2,2,2,2,2,2,2.378,3.681,4.013,3,8.011,27.674,28.622,2,5.555,6.265,7.223,2,5.553,6.448,7.22,2,2.883,5.138,6.062,3,4.316,6.930999999999999,7.475,3,2.3,2.82,3.531,2,4.724,5.234,6.112,2,3.73,4.329,4.903,2,,2,25,4,,,,,,,1,,,1,34.145294189453,-119.1091003418,-1,
R_7WnsHYijSlTwscJ,Default Response Set,Anonymous,,,66.214.121.199,0,2015-08-27 12:48:35,2015-08-27 12:52:39,1,78532223,trust,1,,1,15.189,22.308,23.623,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,58.763,0,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,2,2,2,5.977,7.5840000000000005,9.021,2,3.532,5.643000000000001,7.071,2,6.505,7.888,9.924,2,9.077,12.364,15.327,2,3.235,4.6419999999999995,7.294,2,3.787,6.067,7.462,2,3.069,4.525,5.728,2,3.831,6.134,7.771,2,2.867,6.0489999999999995,6.547,3,No problems,1,35,5,,,,,,1,,,,1,34.366104125977,-117.32049560547,-1,
R_5zlFRqJeggKqUi9,Default Response Set,Anonymous,,,207.237.164.214,0,2015-08-27 12:47:41,2015-08-27 12:53:13,1,78546442,trust,1,,1,0,0,48.328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76.956,76.956,97.792,1,1,1,1,1,1,1,1,1,1,50,90,50,51,80,70,61,67,71,2,2,2,2,2,2,2,2,2,11.406,16.220000000000002,20.125,3,7.176,15.357000000000003,16.275,5,2.434,5.24,6.039,3,1.638,4.484999999999999,5.258,3,3.729,5.286,6.414,2,4.614,7.703,9.259,4,13.627,17.567,18.369,4,2.637,4.253,4.937,2,7.734,10.089,11.734,3,No,2,24,4,,1,,,,,,,,1,40.811599731445,-73.953002929688,-1,
R_39sGAfc58pDUA73,Default Response Set,Anonymous,,,75.112.223.59,0,2015-08-27 12:51:27,2015-08-27 12:55:50,1,78589337,likeability,1,1,1,58.678,58.678,59.013,1,1,1,1,1,1,1,1,1,1,-60,40,10,-50,-40,0,-5,0,-20,2,2,2,2,2,2,2,2,2,4.54,7.547000000000001,8.355,3,25.304,29.903999999999996,31.006,3,4.144,6.7700000000000005,7.433,3,7.416,10.218,10.928,4,19.32,21.319,22.212,3,3.613,6.421,6.71,4,4.663,5.149,7.927,2,2.546,4.9479999999999995,5.664,3,3.851,6.191000000000001,7.046,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,2,30,2,1,,,,,,,,,1,39.926803588867,-85.841400146484,-1,
R_bdfl6XgGNc5GOEt,Default Response Set,Anonymous,,,108.197.195.26,0,2015-08-27 12:48:45,2015-08-27 12:55:51,1,78533910,likeability,1,1,1,1.547,1.547,24.119,1,1,1,1,1,1,1,1,1,1,-78,27,-70,-100,80,100,80,100,-49,2,2,2,2,2,2,2,2,2,8.796,13.636,15.502,2,12.545,23.496000000000002,32.387,3,10.844,13.732,15.088,2,7.714,31.112000000000002,33.502,2,15.825,22.423000000000002,24.413,3,12.166,17.461,25.856,4,9.643,30.233,34.614,4,3.967,10.839,13.795,5,18.111,20.005,23.42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I think everything was well laid out and easy to understand. ",2,33,2,1,,,,,,,,,1,36.264297485352,-95.827697753906,-1,
R_d5Ys7VVvm1F8YC1,Default Response Set,Anonymous,,,96.58.220.188,0,2015-08-27 12:34:38,2015-08-27 12:56:02,1,78541123,trust,1,,1,86.415,86.909,89.182,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.786,5.593,81.887,2,1,1,1,1,1,1,1,1,1,73,23,18,11,30,57,53,84,8,2,2,2,2,2,2,2,2,2,3.376,5.759,8.018,3,2.182,11.454,13.352,2,3.148,3.907,4.697,2,1.144,2.001,2.861,3,1.739,2.351,3.458,2,1.203,2.833,3.801,4,1.334,1.9140000000000001,2.538,2,1.477,2.512,3.175,2,4.999,16.788999999999998,17.602,7,,2,24,4,,,,,,,1,,,1,27.838592529297,-82.716598510742,-1,
R_cORgNV8DA7Un1Nb,Default Response Set,Anonymous,,,173.19.34.164,0,2015-08-27 12:55:22,2015-08-27 12:57:36,1,78574221,trust,1,,1,4.849,4.849,11.519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.118,7.118,9.46,1,1,1,1,1,1,1,1,1,1,13,10,10,3,9,12,13,5,0,2,2,2,2,2,2,2,2,2,3.81,7.02,7.645,2,1.402,2.48,3.365,2,0.702,1.9589999999999999,2.881,3,4.83,11.658999999999999,12.514,2,1.717,5.53,6.291,3,1.057,1.869,2.755,2,1.423,2.09,3.061,2,1.503,3.851,4.833,3,1.882,2.769,3.59,2,,2,28,4,,,,,,,,,1,1,41.641906738281,-91.461700439453,-1,
R_b1mi5EWhdpNwD09,Default Response Set,Anonymous,,,71.180.90.116,0,2015-08-27 11:58:21,2015-08-27 12:59:46,1,78596493,trust,1,,1,0,0,10.727,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,67.893,0,1,1,1,1,1,1,1,1,1,20,50,40,50,50,40,30,29,20,2,2,2,2,2,2,2,2,2,2.345,3.9250000000000003,5.007,2,2.049,3.613,4.268,2,2.532,3.588,4.407,2,4.52,19.1,21.346,4,2.416,3.807,4.673,2,3.647,5.281,6.044,2,4.912,6.7299999999999995,7.105,3,3.262,4.473,5.074,2,4.245,5.356,6.258,2,No,1,24,3,1,,,,,,,,,1,28.120300292969,-82.352897644043,-1,
R_dj1V8CZ8fc412jX,Default Response Set,Anonymous,,,71.77.206.219,0,2015-08-27 12:33:30,2015-08-27 13:02:01,1,78575891,likeability,1,1,1,0.293,0.293,7.183,1,1,1,1,1,1,1,1,1,1,-100,100,-20,-41,-41,41,79,-22,66,2,2,2,2,2,2,1,2,2,13.032,14.17,15.118,2,4.898,7.306,8.285,3,5.707,12.203,13.253,3,12.469,18.357999999999997,20.081,5,24.885,30.453000000000003,31.435,4,1.972,7.662,8.748,4,0.586,255.37,256.356,6,3.611,4.551,5.534,2,9.867,17.131,18.494,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,31,3,,1,,,,,,,,1,34.220504760742,-77.87020111084,-1,
R_b18YJna8g9U8eRD,Default Response Set,Anonymous,,,23.113.198.44,0,2015-08-27 12:49:45,2015-08-27 13:02:09,1,78575193,trust,1,,1,0,0,39.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.738,128.987,130.071,2,1,1,1,1,1,1,1,1,1,100,17,72,23,3,19,8,19,52,1,2,1,1,2,2,2,2,2,3.638,8.155999999999999,9.127,2,8.032,12.301,13.233,2,4.114,29.972,32.792,3,3.456,8.936,11.925,2,5.088,12.009,14.61,3,39.967,48.07,49.639,2,3.655,9.748,12.363,2,4.138,10.035,11.731,2,2.763,5.51,8.789,2,"At first I thought I had $100 to split among all of the robots, so my wagers are low on the first few",1,47,5,,1,,,,,,,,1,34.009292602539,-118.25839996338,-1,
R_01EvyGdZGPQciTX,Default Response Set,Anonymous,,,76.182.76.250,0,2015-08-27 12:43:48,2015-08-27 13:08:31,1,78585024,likeability,1,1,1,0,0,8.179,0,1,1,1,1,1,1,1,1,1,-73,50,-17,-58,51,92,82,28,52,2,2,2,2,2,2,2,2,2,2.683,4.356999999999999,5.664,2,3.365,4.069,4.787,2,3.089,4.025,4.835,2,4.31,5.1339999999999995,5.946,2,2.551,3.2070000000000003,3.941,2,2.504,3.424,5.037,2,3.662,9.469999999999999,10.469,3,3.697,8.844999999999999,10.153,2,3.895,4.698,5.775,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I did not!,2,48,3,1,,,,,,,,,1,35.743392944336,-78.536102294922,-1,
R_3Uk5ibKQR7xwvPf,Default Response Set,Anonymous,,,67.187.132.96,0,2015-08-27 13:07:26,2015-08-27 13:09:10,1,78536824,trust,1,,1,0,0,1.608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1.882,0,1,1,1,1,1,1,1,1,1,27,37,24,28,48,35,34,35,48,2,1,2,1,1,1,2,2,2,2.705,3.194,4.183,2,1.673,3.219,7.635,4,1.006,2.722,3.641,5,1.378,2.279,3.185,3,0.948,1.7029999999999998,2.541,2,2.469,3.021,4.591,2,1.035,4.085,4.409,7,1.853,3.493,4.424,4,1.019,1.714,2.638,2,,2,26,2,1,,,,,,,,,1,37.678298950195,-120.95010375977,-1,
R_0ePIxw0GuxtCIvz,Default Response Set,Anonymous,,,73.1.137.2,0,2015-08-27 13:10:50,2015-08-27 13:13:26,1,78572264,trust,1,,1,0,0,6.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,42.401,0,1,1,1,1,1,1,1,1,1,20,50,29,20,10,15,15,20,26,2,2,2,2,2,2,2,2,2,2.367,4.735,7.5,3,2.978,3.801,4.751,2,4.35,5.012,6.196,2,4.359,4.99,5.679,2,2.609,3.46,4.239,2,3.653,5.734999999999999,6.573,3,2.441,3.7219999999999995,4.509,2,2.986,10.385,10.703,4,1.69,4.484,5.295,4,Nope,2,24,2,1,,,,,,,,,1,26.595794677734,-80.129898071289,-1,
R_7VEHUegHpckceJn,Default Response Set,Anonymous,,,71.94.85.214,0,2015-08-27 13:12:09,2015-08-27 13:13:50,1,78565830,likeability,1,1,1,0,0,4.819,0,1,1,1,1,1,1,1,1,1,-47,56,-52,60,51,77,-31,29,42,2,2,2,2,2,2,2,2,2,2.873,3.373,4.089,2,1.475,2.725,3.385,3,5.519,8.404,9.322,2,2.137,3.3729999999999998,4.133,3,2.623,3.076,3.742,2,1.66,3.223,4.019,2,1.713,2.596,3.145,3,7.293,8.957,9.934,4,2.005,3.053,3.431,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,1,1,,,,,,,,,1,39.385498046875,-119.67530059814,-1,
R_4IXp0sXa5jg1q8B,Default Response Set,Anonymous,,,72.177.40.29,0,2015-08-27 13:13:46,2015-08-27 13:15:35,1,78509275,likeability,1,1,1,0,0,9.126,0,1,1,1,1,1,1,1,1,1,50,49,-85,-100,-90,-100,100,95,-7,2,2,2,2,2,2,2,2,2,6.591,8.839,9.597,4,2.989,4.229,4.837,2,2.728,4.079000000000001,4.792,2,2.446,4.525,5.323,2,2.972,4.187,4.951,2,2.245,4.084,4.769,2,1.585,3.0149999999999997,3.575,2,3.18,5.522,6.287,4,2.915,7.683,9.047,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No. ,1,29,4,1,,,,,,,,,1,29.974197387695,-97.21199798584,-1,
R_8wvjZr7jwthoUy9,Default Response Set,Anonymous,,,184.16.103.110,0,2015-08-27 13:13:03,2015-08-27 13:18:53,1,78590426,trust,1,,1,12.998,12.998,17.707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.886,37.168,68.554,3,1,1,1,1,1,1,1,1,1,20,12,10,35,20,25,60,15,40,2,2,2,2,2,2,2,2,2,5.75,12.771,13.842,3,2.279,7.198,8.67,3,1.614,15.83,16.539,5,3.532,12.722,13.949,3,6.336,7.2330000000000005,8.304,2,3.22,19.188,20.038,4,1.725,6.061000000000001,7.342,3,3.632,9.839,11.473,2,3.316,6.152,7.706,3,No.,1,37,4,1,,,,,,1,,,1,41.667098999023,-85.965896606445,-1,
R_do11qZXHNNvzivj,Default Response Set,Anonymous,,,74.4.137.225,0,2015-08-27 13:15:41,2015-08-27 13:21:55,1,78599818,likeability,1,1,1,10.369,10.911999999999999,24.586,2,1,1,1,1,1,1,1,1,1,-81,42,-81,-80,74,100,22,0,0,2,2,2,2,2,2,2,2,2,1.148,10.393,11.758,4,16.195,21.244,22.817,4,5.004,8.008999999999999,9.177,3,19.96,38.195,39.863,8,0.758,16.856,17.979,6,11.111,21.997,24.674,3,2.905,15.828000000000001,17.307,5,9,17.525,19.43,5,1.528,15.300999999999998,16.218,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,2,36,2,,1,,,,,,,,1,36.031600952148,-115.21179962158,-1,
R_2f6uaXMT6BQI3cx,Default Response Set,Anonymous,,,172.74.228.71,0,2015-08-27 13:17:16,2015-08-27 13:23:08,1,78597122,trust,1,,1,0,0,4.949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,236.494,0,1,1,1,1,1,1,1,1,1,10,20,10,20,10,15,20,10,10,2,2,2,2,2,2,2,2,2,4.403,7.120999999999999,8.068,3,4.916,7.931000000000001,9.12,3,7.434,10.279,11.672,2,2.227,3.807,5.473,2,5.302,6.335999999999999,7.263,2,3.386,4.648,6.295,2,3.395,4.148,5.368,2,2.115,4.889,-117.926,4,3.595,4.939,5.827,2,no,1,36,2,1,,,,,,,,,1,33.907501220703,-81.230102539062,-1,
R_cImFcN3qFQ4kPhb,Default Response Set,Anonymous,,,97.80.157.234,0,2015-08-27 13:22:13,2015-08-27 13:25:00,1,78563358,likeability,1,1,1,0,0,13.99,0,1,1,1,1,1,1,1,1,1,-42,-10,-10,0,10,20,-6,-22,0,2,2,2,2,2,2,2,2,2,4.25,5.598,7.016,2,5.413,6.73,7.862,2,3.774,5.194,6.507,2,4.678,6.482,8.229,2,4.639,6.574,7.794,2,6.305,8.687999999999999,9.935,2,2.413,5.865,7.674,3,12.436,15.105,16.458,2,4.911,7.037999999999999,8.895,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,45,2,1,,,,,,,,,1,33.769393920898,-83.389701843262,-1,
R_eyWjiO9zuySTsep,Default Response Set,Anonymous,,,70.181.176.171,0,2015-08-27 13:28:07,2015-08-27 13:31:02,1,78516566,trust,1,,1,0,0,44.863,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,43.185,0,1,1,1,1,1,1,1,1,1,5,15,12,10,5,3,10,10,10,2,2,1,1,2,2,2,2,2,2.801,3.9210000000000003,4.563,2,5.815,6.846,7.677,2,2.986,4.362,5.039,2,2.923,3.603,4.533,2,2.708,3.539,4.445,2,3.079,4.246,5.519,2,3.694,4.322,5.18,2,4.902,7.878,8.744,2,5.119,6.502,7.048,2,No,1,27,4,1,,,,,,,,,1,33.156494140625,-117.17070007324,-1,
R_1yLTQykqcb6ylgN,Default Response Set,Anonymous,,,64.4.100.206,0,2015-08-27 13:26:37,2015-08-27 13:31:13,1,78532651,trust,1,,1,0,0,20.266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,64.954,0,1,1,1,1,1,1,1,1,1,28,20,30,34,71,5,47,41,77,2,2,2,2,2,2,2,2,2,3.84,13.291,15.084,5,6.774,12.806000000000001,14.047,4,4.93,18.308,21.927,5,4.637,11.114,11.765,4,3.79,13.089,14.9,3,4.622,10.436,13.267,2,3.169,8.245,11.764,2,3.195,8.853,9.775,5,1.865,4.925,5.846,2,NO,2,32,3,1,,,,,,,,,1,37.635696411133,-79.098197937012,-1,
R_eWIaHRl0Qx2a9iB,Default Response Set,Anonymous,,,65.191.163.66,0,2015-08-27 13:27:14,2015-08-27 13:31:25,1,78589170,likeability,1,1,1,0,0,35.022,0,1,1,1,1,1,1,1,1,1,-90,-5,-75,-20,20,-20,75,50,50,2,2,2,2,2,2,2,2,2,11.172,12.892000000000001,13.857,2,6.055,7.4559999999999995,8.497,2,9.264,12.838999999999999,14.045,2,4.989,6.836,10.824,2,10.346,16.929000000000002,18.362,2,6.629,10.547,11.874,2,5.751,7.95,9.446,2,5.593,9.447,10.577,2,7.284,8.459999999999999,9.949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, everything functioned perfectly.",2,43,4,1,,,,,,,,,1,35.024597167969,-78.996803283691,-1,
R_2lU7LOw1g2I5WDz,Default Response Set,Anonymous,,,75.74.148.95,0,2015-08-27 13:31:05,2015-08-27 13:33:26,1,78581243,likeability,1,1,1,0,0,5.543,0,1,1,1,1,1,1,1,1,1,-100,-16,-86,-100,-71,-100,17,9,0,2,2,2,2,2,2,2,2,2,2.279,5.316,5.905,4,4.109,5.732,7.281,2,4.213,7.155,8.065,3,2.483,3.7640000000000002,4.763,2,7.338,11.631,12.419,2,2.913,6.045,7.595,2,3.546,4.468,5.22,2,6.211,7.415,8.182,2,3.183,5.457,6.34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing thanks!,1,54,3,1,,,,,,,,,1,26.068099975586,-80.27660369873,-1,
